"country","founded","id","industry","linkedin_url","locality","name","region","size","website"
"portugal","2019","o-ribatejo","newspapers","linkedin.com/company/o-ribatejo","santarem","o ribatejo","santarem","11-50","oribatejo.pt"
"ukraine","2019","the-odessa-journal","newspapers","linkedin.com/company/the-odessa-journal","","the odessa journal","","1-10","odessa-journal.com"
"united states","2019","maheen-the-globetrotting-foodie","newspapers","linkedin.com/company/maheen-the-globetrotting-foodie","seattle","maheen the globe llc","washington","1-10","maheentheglobe.com"
"france","2019","concordeinternationalreview","newspapers","linkedin.com/company/concordeinternationalreview","paris","the concorde international review","ile-de-france","1-10","concordeinternationalreview.com"
"saudi arabia","2019","baljurashipost","newspapers","linkedin.com/company/baljurashipost","","baljurashi post","al bahah","11-50","twitter.com/baljurashipost"
"germany","2019","the-reformer","newspapers","linkedin.com/company/the-reformer","lahr","the reformer","hessen","1-10","thereformer.com"
"","2019","jashore","newspapers","linkedin.com/company/jashore","","jashore news","","1-10","jashore.news"
"italy","2019","osservatorio-cultura-lavoro","newspapers","linkedin.com/company/osservatorio-cultura-lavoro","rome","osservatorio cultura lavoro","rome","1-10","osservatorioculturalavoro.com"
"united states","2019","the-lesser-known","newspapers","linkedin.com/company/the-lesser-known","san francisco","the lesser known quarterly","california","1-10","instagram.com/thelesserknownquarterly"
"singapore","2019","the24asianews","newspapers","linkedin.com/company/the24asianews","","24asia","","11-50","24asia.news"
"pakistan","2019","jknews","newspapers","linkedin.com/company/jknews","","jk news","","1001-5000","youtube.com/channel/uc6jsppykuiespi6nsdf2w_w"
"bangladesh","2019","banglanewstoday","newspapers","linkedin.com/company/banglanewstoday","dhaka","bangla news today","dhaka","1-10","banglanews.today"
"","2019","hallyure","newspapers","linkedin.com/company/hallyure","","hallyure","","1-10","hallyure.com"
"united states","2019","thetexannews","newspapers","linkedin.com/company/thetexannews","austin","the texan","texas","1-10","thetexan.news"
"france","2019","the-mag-online","newspapers","linkedin.com/company/the-mag-online","villefranche-sur-saône","the mag","auvergne-rhône-alpes","1-10","the-mag.online"
"united kingdom","2019","thelambert","newspapers","linkedin.com/company/thelambert","","the lambert","","1-10","thelambert.org"
"bangladesh","2019","bunon","newspapers","linkedin.com/company/bunon","","বুনন - bunon","dhaka","11-50","bunon.info"
"singapore","2019","alltheclique","newspapers","linkedin.com/company/alltheclique","singapore","the clique magazine","central singapore","1-10","alltheclique.com"
"india","2019","pvtjobs-com","newspapers","linkedin.com/company/pvtjobs-com","korba","pvtjobs.com","chhattisgarh","1-10","inhindinews.com"
"saudi arabia","2019","aqtisadi","newspapers","linkedin.com/company/aqtisadi","riyadh","aqtisadi","ar riyāḑ","11-50","aqtisadi.com"
"germany","2019","brandoratob-der-insider-channel","newspapers","linkedin.com/company/brandoratob-der-insider-channel","","brandoratob - der insider channel","","1-10","brandoratob.de"
"india","2019","print-and-social-media-sub-council-hbtu","newspapers","linkedin.com/company/print-and-social-media-sub-council-hbtu","kanpur","print and social media sub council (psmsc), hbtu.","uttar pradesh","11-50","hbtu.ac.in"
"united states","2019","eastside-media-corp","newspapers","linkedin.com/company/eastside-media-corp","woodinville","eastside media corp","washington","1-10","nwnews.com"
"brazil","2019","lagartixadiaria","newspapers","linkedin.com/company/lagartixadiaria","","lagartixa diária","","1-10","lagartixadiaria.com.br"
"norway","2019","kryptografen","newspapers","linkedin.com/company/kryptografen","oslo","kryptografen.no","oslo","1-10","kryptografen.no"
"brazil","2019","obrejeirofdf","newspapers","linkedin.com/company/obrejeirofdf","franca","o brejeiro","sao paulo","11-50","instagram.com/obrejeirofdf"
"united kingdom","2019","ibrmag","newspapers","linkedin.com/company/ibrmag","london","international business review magazine","london","51-200","ibrmag.com"
"france","2019","la-voix-du-gendarme","newspapers","linkedin.com/company/la-voix-du-gendarme","paris","la voix du gendarme","ile-de-france","1-10","lavoixdugendarme.fr"
"","2019","l-étudiant-libre","newspapers","linkedin.com/company/l-étudiant-libre","","l'étudiant libre","","1-10","letudiantlibre.fr"
"switzerland","2019","chinderzytig","newspapers","linkedin.com/company/chinderzytig","","chinderzytig","bern","1-10","chinderzytig.ch"
"russia","2019","realist-media","newspapers","linkedin.com/company/realist-media","moskva","realist media","samara","11-50","realist.media"
"united kingdom","2019","techgrits","newspapers","linkedin.com/company/techgrits","london","techgrits","london","1-10","techgrits.com"
"united states","2019","texas-news-express","newspapers","linkedin.com/company/texas-news-express","houston","texas news express","texas","1-10","texasnewsexpress.com"
"bangladesh","2019","বিজ্ঞান-নিউজ","newspapers","linkedin.com/company/বিজ্ঞান-নিউজ","dhaka","বিজ্ঞান নিউজ","dhaka","1-10","biggannews.com"
"france","2019","lafringaleculturelle","newspapers","linkedin.com/company/lafringaleculturelle","paris","la fringale culturelle","ile-de-france","1-10","lafringaleculturelle.fr"
"brazil","2019","jornal-redação-objetiva","newspapers","linkedin.com/company/jornal-redação-objetiva","","jornal redação objetiva","","1-10","jornalredacaoobjetiva.com.br"
"belgium","2019","newsweek-belgië","newspapers","linkedin.com/company/newsweek-belgië","","newsweek belgië","","11-50","newsweek.be"
"","2019","cinematic-stories","newspapers","linkedin.com/company/cinematic-stories","","cinematic stories","","1-10","cinematicstories.co.uk"
"france","2019","feat-y","newspapers","linkedin.com/company/feat-y","paris","feat-y","ile-de-france","1-10","feat-y.com"
"slovakia","2019","denník-e","newspapers","linkedin.com/company/denník-e","bratislava","denník e","bratislava","11-50",""
"morocco","2019","lebriefma","newspapers","linkedin.com/company/lebriefma","","lebrief.ma","casablanca-settat","1-10","lebrief.ma"
"bangladesh","2019","sarakhon","newspapers","linkedin.com/company/sarakhon","dhaka","sarakhon","dhaka","11-50","sarakhon.com"
"bangladesh","2019","progressivebangladesh","newspapers","linkedin.com/company/progressivebangladesh","","progressive bangladesh","dhaka","1-10","progressivebangladesh.org"
"","2019","achou-gastronomia","newspapers","linkedin.com/company/achou-gastronomia","","achou gastronomia","","1-10","achougastronomia.com.br"
"united states","2019","americasnewspapers","newspapers","linkedin.com/company/americasnewspapers","des plaines","america's newspapers","illinois","1-10","newspapers.org"
"india","2019","knowledge-articles","newspapers","linkedin.com/company/knowledge-articles","pune","knowledge articles","maharashtra","1-10","mahajanmadhav.com"
"","2019","grifff","newspapers","linkedin.com/company/grifff","","griff'​","","1-10",""
"cyprus","2019","highworthcitizen","newspapers","linkedin.com/company/highworthcitizen","nicosia","high worth citizen","nicosia","1-10","highworthcitizen.com"
"brazil","2019","programadoresbrasil","newspapers","linkedin.com/company/programadoresbrasil","","programadores brasil","rio de janeiro","1-10","programadoresbrasil.com.br"
"brazil","2019","plural-jor-br","newspapers","linkedin.com/company/plural-jor-br","curitiba","plural.jor.br","parana","11-50","plural.jor.br"
"france","2019","cahier-central","newspapers","linkedin.com/company/cahier-central","paris","cahier central","ile-de-france","1-10","cahiercentral.com"
"india","2019","the-armchair-journal","newspapers","linkedin.com/company/the-armchair-journal","hyderabad","the armchair journal","telangana","51-200","armchairjournal.com"
"spain","2019","econews-today","newspapers","linkedin.com/company/econews-today","barcelona","econews today","catalonia","1-10","econewstoday.com"
"netherlands","2019","dansdocent-nu","newspapers","linkedin.com/company/dansdocent-nu","harmelen","dansdocent.nu","utrecht","1-10","dansdocent.nu"
"spain","2019","navarradigital","newspapers","linkedin.com/company/navarradigital","beriain","navarra digital","navarra","1-10","navarradigital.es"
"united states","2019","todaynewsafrica","newspapers","linkedin.com/company/todaynewsafrica","washington","today news africa","district of columbia","11-50","todaynewsafrica.com"
"france","2019","scientia-naturalis","newspapers","linkedin.com/company/scientia-naturalis","saint-étienne","scientia naturalis","auvergne-rhône-alpes","1-10","totakenature.fr"
"brazil","2019","igaming-brazil","newspapers","linkedin.com/company/igaming-brazil","","igaming brazil","sao paulo","1-10","igamingbrazil.com"
"pakistan","2019","urdu-news-digital","newspapers","linkedin.com/company/urdu-news-digital","lahore","urdu news digital","punjab","201-500","urdunewsdigital.com"
"france","2019","puremedia-news","newspapers","linkedin.com/company/puremedia-news","vannes","puremedia-news","bretagne","1-10",""
"myanmar","2019","triplana-ltd","newspapers","linkedin.com/company/triplana-ltd","kamayut","triplana ltd","yangon","1-10","konyet.com"
"united states","2019","tytles-today","newspapers","linkedin.com/company/tytles-today","irvine","tytles.","california","1-10","tytles.news"
"india","2019","the-democratic-times","newspapers","linkedin.com/company/the-democratic-times","pune","the democratic times","maharashtra","11-50","thedemocratictimes.in"
"united states","2019","the-new-african-living-standard","newspapers","linkedin.com/company/the-new-african-living-standard","nashville","the new african living standard","tennessee","1-10",""
"brazil","2019","revistatorta","newspapers","linkedin.com/company/revistatorta","bauru","revista torta","sao paulo","11-50","medium.com/revistatorta"
"bangladesh","2019","asian-news-agency","newspapers","linkedin.com/company/asian-news-agency","","asian news agency","dhaka","11-50","365asiantimes.com"
"france","2019","l-agora","newspapers","linkedin.com/company/l-agora","paris","l'agora","ile-de-france","11-50","agoraicp.com"
"germany","2019","buerobesuch","newspapers","linkedin.com/company/buerobesuch","erlangen","bürobesuch.de","bayern","1-10","buerobesuch.de"
"brazil","2019","boletim-economico","newspapers","linkedin.com/company/boletim-economico","belo horizonte","boletim econômico","minas gerais","11-50","boletimeconomico.com.br"
"france","2019","zadiglemag","newspapers","linkedin.com/company/zadiglemag","paris","zadig","ile-de-france","1-10","zadiglemag.fr"
"spain","2019","quincemil","newspapers","linkedin.com/company/quincemil","a coruna","quincemil","galicia","1-10",""
"","2019","sknews","newspapers","linkedin.com/company/sknews","","sk news","","11-50","sknews.com.br"
"united states","2019","the-woodruff-times","newspapers","linkedin.com/company/the-woodruff-times","woodruff","the woodruff times","south carolina","1-10","thewoodrufftimes.com"
"united states","2019","jenks-tribune","newspapers","linkedin.com/company/jenks-tribune","jenks","jenks tribune","oklahoma","1-10","jenkstribune.com"
"france","2019","audiologie-demain","newspapers","linkedin.com/company/audiologie-demain","charenton-le-pont","audiologie demain","ile-de-france","1-10","audiologie-demain.com"
"denmark","2019","nbnewsdanmark","newspapers","linkedin.com/company/nbnewsdanmark","","indblik.net","","1-10","indblik.net"
"france","2019","spots-bordeaux","newspapers","linkedin.com/company/spots-bordeaux","bordeaux","spots bordeaux","aquitaine","1-10","spotsbordeaux.com"
"australia","2019","the-sentiment","newspapers","linkedin.com/company/the-sentiment","melbourne","the sentiment","victoria","1-10","thesentiment.com.au"
"france","2019","exuvie-editions","newspapers","linkedin.com/company/exuvie-editions","dole","editions exuvie","bourgogne-franche-comte","1-10","exuvie.fr"
"bangladesh","2019","prottashitoalo","newspapers","linkedin.com/company/prottashitoalo","","prottashito alo","dhaka","201-500","prottashitoalo.com"
"france","2019","tchika","newspapers","linkedin.com/company/tchika","paris","tchika","ile-de-france","1-10","tchika.fr"
"france","2019","la-grenouille-a-grande-bouche","newspapers","linkedin.com/company/la-grenouille-a-grande-bouche","rennes","la grenouille a grande bouche","bretagne","11-50","lagrenouille.bzh"
"united kingdom","2018","sensusjournal","newspapers","linkedin.com/company/sensusjournal","london","sensusjournal","london","1-10","sensusjournal.org"
"united states","2018","realist-review","newspapers","linkedin.com/company/realist-review","washington","realist review","district of columbia","11-50","realistreview.org"
"france","2018","objectif-metropoles-de-france","newspapers","linkedin.com/company/objectif-metropoles-de-france","paris","objectif métropoles de france","ile-de-france","1-10","objectifmetropolesdefrance.fr"
"germany","2018","hart-magazine","newspapers","linkedin.com/company/hart-magazine","berlin","hart magazine","berlin","1-10","hart-mag.com"
